miRNA_identifier,description,symbol,miRNA_length,miRNA_chr,mirna_start,mirna_end,miRNA_strand,miRNA_source,trait,QTL_id_UMD31,QTL_chr
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk conjugated linoleic acid content,206191,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,206650,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,206651,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,206652,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,206714,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,206715,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,206716,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,206717,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk caprylic acid content,206718,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,206815,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,207006,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207141,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207278,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207350,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207408,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207425,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207562,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,207563,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,207564,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,207565,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207601,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,207602,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207619,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,207620,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,207621,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,207622,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207631,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,207632,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,207633,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,207634,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207654,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,207683,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,207684,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,207685,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,207686,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208062,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,208063,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,208064,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,208065,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,208145,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,208146,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208298,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,208299,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,208300,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,208301,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208352,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,208353,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208385,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,208423,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,208424,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,208542,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208592,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208611,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,208766,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208802,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,208803,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208983,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,208984,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208987,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk C18 index,208988,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,208989,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,208990,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,208991,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk caprylic acid content,208992,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk conjugated linoleic acid content,208993,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,208999,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,209177,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,209178,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,209179,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,209269,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,209270,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,209271,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,209272,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,209411,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,209412,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,209413,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,209414,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,209435,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,209446,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,209447,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,209456,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,209457,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,209808,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,209809,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,209810,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,209811,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,210100,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,210101,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,210125,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,210789,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,210790,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,210791,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk caprylic acid content,210792,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,211004,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,211005,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,211006,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,211035,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk oleic acid content,211036,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linoleic acid content,211037,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk linolenic acid content,211038,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Milk palmitoleic acid content,211080,Chr14
ENSBTAT00000062541-UMD3.1.1,,,80,Chr14,50162667,50162746,1,Ensembl93,Digital cushion thickness,211679,Chr14
ENSBTAT00000062543-UMD3.1.1,,,82,Chr13,20789981,20790062,-1,Ensembl93,Milk monounsaturated fatty acid content,180231,Chr13
ENSBTAT00000062543-UMD3.1.1,,,82,Chr13,20789981,20790062,-1,Ensembl93,Milk stearic acid content,180232,Chr13
ENSBTAT00000062543-UMD3.1.1,,,82,Chr13,20789981,20790062,-1,Ensembl93,Milk oleic acid content,180233,Chr13
ENSBTAT00000062545-UMD3.1.1,bta-mir-2398 [Source:miRBase;Acc:MI0011439],bta-mir-2398,79,Chr27,18417503,18417581,-1,Ensembl93,Hematocrit,213427,Chr27
ENSBTAT00000062545-UMD3.1.1,bta-mir-2398 [Source:miRBase;Acc:MI0011439],bta-mir-2398,79,Chr27,18417503,18417581,-1,Ensembl93,Shear force,20826,Chr27
ENSBTAT00000062550-UMD3.1.1,bta-mir-2287 [Source:miRBase;Acc:MI0011296],bta-mir-2287,74,Chr1,73566953,73567026,-1,Ensembl93,Body weight (yearling),22770,Chr1
ENSBTAT00000062550-UMD3.1.1,bta-mir-2287 [Source:miRBase;Acc:MI0011296],bta-mir-2287,74,Chr1,73566953,73567026,-1,Ensembl93,Interval to first estrus after calving,170016,Chr1
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Udder swelling score,106593,Chr10
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Milk capric acid content,211538,Chr10
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Milk lauric acid content,211539,Chr10
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Milk capric acid content,211540,Chr10
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Milk lauric acid content,211541,Chr10
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Milk capric acid content,172103,Chr10
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Milk lauric acid content,172104,Chr10
ENSBTAT00000062551-UMD3.1.1,,,84,Chr10,4663360,4663443,-1,Ensembl93,Body weight (mature),65262,Chr10
ENSBTAT00000062552-UMD3.1.1,,,82,Chr2,43678327,43678408,1,Ensembl93,Conception rate,176920,Chr2
ENSBTAT00000062552-UMD3.1.1,,,82,Chr2,43678327,43678408,1,Ensembl93,Milk palmitoleic acid content,56571,Chr2
ENSBTAT00000062556-UMD3.1.1,,,84,Chr4,78666108,78666191,-1,Ensembl93,Milk magnesium content,180153,Chr4
ENSBTAT00000062556-UMD3.1.1,,,84,Chr4,78666108,78666191,-1,Ensembl93,Milk sodium content,180154,Chr4
ENSBTAT00000062556-UMD3.1.1,,,84,Chr4,78666108,78666191,-1,Ensembl93,Milk citrate content,180155,Chr4
ENSBTAT00000062556-UMD3.1.1,,,84,Chr4,78666108,78666191,-1,Ensembl93,Non-return rate,126842,Chr4
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Meat color a*,214936,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Meat color L*,214893,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Milk fever,213345,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Milk oleic acid content,56590,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Bovine respiratory disease susceptibility,95656,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Milk lauric acid content,172069,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Milk pentadecylic acid content,172070,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Milk palmitic acid content,172071,Chr2
ENSBTAT00000062557-UMD3.1.1,,,82,Chr2,106797179,106797260,1,Ensembl93,Milk oleic acid content,172072,Chr2
ENSBTAT00000062565-UMD3.1.1,bta-mir-2446 [Source:miRBase;Acc:MI0011500],bta-mir-2446,71,Chr6,99976544,99976614,-1,Ensembl93,Shear force,20764,Chr6
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,C22:1 fatty acid content,20529,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk yield,156708,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Udder depth,214867,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Udder attachment,214868,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk protein yield,214814,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Intramuscular fat,22864,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk myristic acid content,56572,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk myristoleic acid content,56573,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk fat percentage,214815,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk fat yield,214817,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk fat percentage,214818,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk fat percentage,214816,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk yield,214819,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk protein percentage,214820,Chr5
ENSBTAT00000062570-UMD3.1.1,bta-mir-2436 [Source:miRBase;Acc:MI0011487],bta-mir-2436,75,Chr5,84244500,84244574,-1,Ensembl93,Milk protein percentage,214821,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Calving ease,126849,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Stillbirth,126850,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Udder depth,214867,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Udder attachment,214868,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk protein yield,214814,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Intramuscular fat,22864,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk fat percentage,214815,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk fat yield,214817,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk fat percentage,214818,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk fat percentage,214816,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk yield,214819,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk protein percentage,214820,Chr5
ENSBTAT00000062573-UMD3.1.1,bta-mir-2434 [Source:miRBase;Acc:MI0011485],bta-mir-2434,74,Chr5,64962168,64962241,-1,Ensembl93,Milk protein percentage,214821,Chr5
ENSBTAT00000062577-UMD3.1.1,bta-mir-2414 [Source:miRBase;Acc:MI0011460],bta-mir-2414,74,Chr3,102310324,102310397,1,Ensembl93,M. paratuberculosis susceptibility,214491,Chr3
ENSBTAT00000062577-UMD3.1.1,bta-mir-2414 [Source:miRBase;Acc:MI0011460],bta-mir-2414,74,Chr3,102310324,102310397,1,Ensembl93,Milk protein percentage,214725,Chr3
ENSBTAT00000062577-UMD3.1.1,bta-mir-2414 [Source:miRBase;Acc:MI0011460],bta-mir-2414,74,Chr3,102310324,102310397,1,Ensembl93,Milk protein percentage,214726,Chr3
ENSBTAT00000062577-UMD3.1.1,bta-mir-2414 [Source:miRBase;Acc:MI0011460],bta-mir-2414,74,Chr3,102310324,102310397,1,Ensembl93,Milk protein percentage,214727,Chr3
ENSBTAT00000062577-UMD3.1.1,bta-mir-2414 [Source:miRBase;Acc:MI0011460],bta-mir-2414,74,Chr3,102310324,102310397,1,Ensembl93,Milk yield,106521,Chr3
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Heifer pregnancy,151125,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Feed efficiency,35230,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk myristoleic acid content,172063,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk palmitic acid content,172064,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk palmitoleic acid content,172065,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk C14 index,172066,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk palmitic acid content,211528,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk palmitoleic acid content,211529,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Conception rate,176920,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk palmitoleic acid content,56571,Chr2
ENSBTAT00000062579-UMD3.1.1,,,95,Chr2,58619451,58619545,1,Ensembl93,Milk palmitoleic acid content,56589,Chr2
ENSBTAT00000062580-UMD3.1.1,bta-mir-2325c [Source:miRBase;Acc:MI0011423],bta-mir-2325c,66,Chr25,26681103,26681168,-1,Ensembl93,Calving ease (maternal),126895,Chr25
ENSBTAT00000062580-UMD3.1.1,bta-mir-2325c [Source:miRBase;Acc:MI0011423],bta-mir-2325c,66,Chr25,26681103,26681168,-1,Ensembl93,Stillbirth,126896,Chr25
ENSBTAT00000062580-UMD3.1.1,bta-mir-2325c [Source:miRBase;Acc:MI0011423],bta-mir-2325c,66,Chr25,26681103,26681168,-1,Ensembl93,Shear force,20820,Chr25
ENSBTAT00000062580-UMD3.1.1,bta-mir-2325c [Source:miRBase;Acc:MI0011423],bta-mir-2325c,66,Chr25,26681103,26681168,-1,Ensembl93,Sire conception rate,124006,Chr25
ENSBTAT00000062580-UMD3.1.1,bta-mir-2325c [Source:miRBase;Acc:MI0011423],bta-mir-2325c,66,Chr25,26681103,26681168,-1,Ensembl93,Milk calcium content,180329,Chr25
ENSBTAT00000062581-UMD3.1.1,bta-mir-2393 [Source:miRBase;Acc:MI0011433],bta-mir-2393,54,Chr26,25360584,25360637,1,Ensembl93,Shear force,20823,Chr26
ENSBTAT00000062581-UMD3.1.1,bta-mir-2393 [Source:miRBase;Acc:MI0011433],bta-mir-2393,54,Chr26,25360584,25360637,1,Ensembl93,Milk capric acid content,56650,Chr26
ENSBTAT00000062581-UMD3.1.1,bta-mir-2393 [Source:miRBase;Acc:MI0011433],bta-mir-2393,54,Chr26,25360584,25360637,1,Ensembl93,Milk decenoic acid content,56651,Chr26
ENSBTAT00000062581-UMD3.1.1,bta-mir-2393 [Source:miRBase;Acc:MI0011433],bta-mir-2393,54,Chr26,25360584,25360637,1,Ensembl93,Milk lauroleic acid content,56652,Chr26
