index,chr,end,gene_id,start,strand,gene_description,index,miRNA_identifier,description,symbol,miRNA_length,miRNA_chr,mirna_start,mirna_end,miRNA_strand,miRNA_source,trait,QTL_id_UMD31,QTL_chr
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6173,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,207631,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6174,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,207632,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6175,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,207633,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6176,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,207634,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6177,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,207654,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6178,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,207683,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6179,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,207684,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6180,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,207685,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6181,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,207686,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6182,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208062,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6183,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,208063,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6184,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,208064,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6185,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,208065,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6186,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,208145,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6187,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,208146,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6188,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208298,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6189,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,208299,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6190,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,208300,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6191,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,208301,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6192,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208352,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6193,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,208353,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6194,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208385,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6195,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,208423,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6196,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,208424,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6197,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,208542,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6198,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208592,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6199,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208611,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6200,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,208766,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6201,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208802,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6202,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,208803,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6203,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208983,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6204,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,208984,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6205,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208987,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6206,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk C18 index,208988,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6207,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,208989,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6208,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,208990,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6209,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,208991,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6210,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk caprylic acid content,208992,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6211,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk conjugated linoleic acid content,208993,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6212,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,208999,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6213,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,209177,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6214,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,209178,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6215,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,209179,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6216,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,209269,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6217,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,209270,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6218,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,209271,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6219,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,209272,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6220,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,209411,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6221,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,209412,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6222,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,209413,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6223,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,209414,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6224,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,209435,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6225,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,209446,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6226,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,209447,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6227,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,209456,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6228,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,209457,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6229,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,209808,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6230,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,209809,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6231,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,209810,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6232,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,209811,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6233,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,210100,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6234,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,210101,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6235,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,210125,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6236,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,210789,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6237,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,210790,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6238,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,210791,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6239,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk caprylic acid content,210792,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6240,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,211004,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6241,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,211005,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6242,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,211006,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6243,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,211035,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6244,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk oleic acid content,211036,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6245,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linoleic acid content,211037,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6246,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk linolenic acid content,211038,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6247,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Milk palmitoleic acid content,211080,Chr14
3890,14,54429251.0,ENSBTAG00000038281,53901590.0,1.0,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],6248,ENSBTAT00000062494,,,91,14,53947636,53947726,1,Ensembl93,Digital cushion thickness,211679,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10342,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Bovine respiratory disease susceptibility,137216,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10343,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Hematocrit,213426,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10344,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Red blood cell number,213485,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10345,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Milk palmitoleic acid content,56620,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10346,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Milk cholesterol content,181801,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10347,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Milk yield,181811,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10348,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Milk fat yield,181821,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10349,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Dry matter intake,182239,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10350,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Dry matter intake,183691,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10351,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,183977,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10352,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184031,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10353,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184159,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10354,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184221,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10355,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184242,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10356,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184363,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10357,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184372,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10358,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184409,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10359,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184818,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10360,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184873,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10361,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,184890,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10362,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185259,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10363,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185481,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10364,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185559,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10365,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185725,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10366,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185808,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10367,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185915,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10368,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185946,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10369,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185953,Chr14
3910,14,62451661.0,ENSBTAG00000021240,62247264.0,-1.0,dendrocyte expressed seven transmembrane protein [Source:VGNC Symbol;Acc:VGNC:27925],10370,ENSBTAT00000065709,,,96,14,62374866,62374961,-1,Ensembl93,Average daily gain,185958,Chr14
